Generated by http://statistics.gov.scot,2024-09-09T17:52:02+00:00,,
http://statistics.gov.scot/id/statistical-geography/S01013282,Dedridge East - 06,12.31,21.77
http://statistics.gov.scot/id/statistical-geography/S01013283,Dedridge East - 07,5.29,11.17
http://statistics.gov.scot/id/statistical-geography/S01007050,Deer and Mormond - 01,1.34,1.34
http://statistics.gov.scot/id/statistical-geography/S01007051,Deer and Mormond - 02,0.99,1.09
http://statistics.gov.scot/id/statistical-geography/S01007052,Deer and Mormond - 03,0.71,0.73
http://statistics.gov.scot/id/statistical-geography/S01007053,Deer and Mormond - 04,0.15,0.21
http://statistics.gov.scot/id/statistical-geography/S01007054,Deer and Mormond - 05,8.16,9.09
http://statistics.gov.scot/id/statistical-geography/S01007055,Deer and Mormond - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01007056,Deer and Mormond - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01009618,Denbeath North,20.94,32.83
http://statistics.gov.scot/id/statistical-geography/S01009619,Denbeath South,20.63,32.76
http://statistics.gov.scot/id/statistical-geography/S01012356,Denholm,1.93,2.7
http://statistics.gov.scot/id/statistical-geography/S01006785,Denmore - 01,11.95,11.18
http://statistics.gov.scot/id/statistical-geography/S01006786,Denmore - 02,18,15.94
http://statistics.gov.scot/id/statistical-geography/S01006787,Denmore - 03,9.98,8.6
http://statistics.gov.scot/id/statistical-geography/S01006788,Denmore - 04,7.52,7.19
http://statistics.gov.scot/id/statistical-geography/S01010248,Dennistoun - 01,32.31,32.37
http://statistics.gov.scot/id/statistical-geography/S01010249,Dennistoun - 02,70.38,70.03
http://statistics.gov.scot/id/statistical-geography/S01010250,Dennistoun - 03,77.18,77.26
http://statistics.gov.scot/id/statistical-geography/S01010251,Dennistoun - 04,33.78,37.03
http://statistics.gov.scot/id/statistical-geography/S01010252,Dennistoun - 05,58.06,58.09
http://statistics.gov.scot/id/statistical-geography/S01010253,Dennistoun - 06,28.87,29.98
http://statistics.gov.scot/id/statistical-geography/S01010234,Dennistoun North - 01,52.76,52.73
http://statistics.gov.scot/id/statistical-geography/S01010235,Dennistoun North - 02,39.17,36.76
http://statistics.gov.scot/id/statistical-geography/S01010236,Dennistoun North - 03,23.47,24.78
http://statistics.gov.scot/id/statistical-geography/S01010237,Dennistoun North - 04,35.81,35.71
http://statistics.gov.scot/id/statistical-geography/S01010238,Dennistoun North - 05,52.74,52.37
http://statistics.gov.scot/id/statistical-geography/S01009061,Denny - Nethermains - 01,8.86,19.86
http://statistics.gov.scot/id/statistical-geography/S01009062,Denny - Nethermains - 02,9.81,19.2
http://statistics.gov.scot/id/statistical-geography/S01009063,Denny - Nethermains - 03,14.4,32.87
http://statistics.gov.scot/id/statistical-geography/S01009064,Denny - Nethermains - 04,16.34,33.62
http://statistics.gov.scot/id/statistical-geography/S01009065,Denny - Nethermains - 05,2.32,2.14
http://statistics.gov.scot/id/statistical-geography/S01009066,Denny - Nethermains - 06,3.38,3.12
http://statistics.gov.scot/id/statistical-geography/S01010712,Dingwall - 01,2.56,2.7
http://statistics.gov.scot/id/statistical-geography/S01010713,Dingwall - 02,1.81,1.76
http://statistics.gov.scot/id/statistical-geography/S01010714,Dingwall - 03,2.2,2.94
http://statistics.gov.scot/id/statistical-geography/S01010715,Dingwall - 04,1.45,1.96
http://statistics.gov.scot/id/statistical-geography/S01010716,Dingwall - 05,7.21,8.89
http://statistics.gov.scot/id/statistical-geography/S01010717,Dingwall - 06,3.23,2.89
http://statistics.gov.scot/id/statistical-geography/S01010718,Dingwall - 07,0.46,0.41
http://statistics.gov.scot/id/statistical-geography/S01007707,Docks and Wellgate - 01,0,0.89
http://statistics.gov.scot/id/statistical-geography/S01007708,Docks and Wellgate - 02,184.98,105.73
http://statistics.gov.scot/id/statistical-geography/S01007709,Docks and Wellgate - 03,259.54,180.35
http://statistics.gov.scot/id/statistical-geography/S01007710,Docks and Wellgate - 04,402.48,287.87
http://statistics.gov.scot/id/statistical-geography/S01007711,Docks and Wellgate - 05,309.09,218.03
http://statistics.gov.scot/id/statistical-geography/S01007712,Docks and Wellgate - 06,147.35,75.04
http://statistics.gov.scot/id/statistical-geography/S01007713,Docks and Wellgate - 07,192.91,110.15
http://statistics.gov.scot/id/statistical-geography/S01007443,Dollar and Muckhart - 01,5.02,5.52
http://statistics.gov.scot/id/statistical-geography/S01007444,Dollar and Muckhart - 02,3.91,4.64
http://statistics.gov.scot/id/statistical-geography/S01007445,Dollar and Muckhart - 03,0.46,0.55
http://statistics.gov.scot/id/statistical-geography/S01007446,Dollar and Muckhart - 04,2.08,2.57
http://statistics.gov.scot/id/statistical-geography/S01007447,Dollar and Muckhart - 05,0.59,0.8
http://statistics.gov.scot/id/statistical-geography/S01007875,Doon Valley North - 01,4.91,4.67
http://statistics.gov.scot/id/statistical-geography/S01007876,Doon Valley North - 02,2.87,3.86
http://statistics.gov.scot/id/statistical-geography/S01007877,Doon Valley North - 03,10.57,7.94
http://statistics.gov.scot/id/statistical-geography/S01007878,Doon Valley North - 04,14,9.68
http://statistics.gov.scot/id/statistical-geography/S01007879,Doon Valley North - 05,13.05,8.97
http://statistics.gov.scot/id/statistical-geography/S01007880,Doon Valley North - 06,5.52,3.3
http://statistics.gov.scot/id/statistical-geography/S01007870,Doon Valley South - 01,0.96,0.69
http://statistics.gov.scot/id/statistical-geography/S01007871,Doon Valley South - 02,15.26,11.33
http://statistics.gov.scot/id/statistical-geography/S01007872,Doon Valley South - 03,9.35,6.89
http://statistics.gov.scot/id/statistical-geography/S01007873,Doon Valley South - 04,7.76,5.49
http://statistics.gov.scot/id/statistical-geography/S01007874,Doon Valley South - 05,5.77,4.1
http://statistics.gov.scot/id/statistical-geography/S01007753,Douglas East - 01,63.79,34.65
http://statistics.gov.scot/id/statistical-geography/S01007754,Douglas East - 02,88.16,43.64
http://statistics.gov.scot/id/statistical-geography/S01007755,Douglas East - 03,50.37,25.29
http://statistics.gov.scot/id/statistical-geography/S01007756,Douglas East - 04,57.06,31.3
http://statistics.gov.scot/id/statistical-geography/S01007743,Douglas West - 01,65.49,34.08
http://statistics.gov.scot/id/statistical-geography/S01007744,Douglas West - 02,51.85,24.85
http://statistics.gov.scot/id/statistical-geography/S01007745,Douglas West - 03,59.81,28.7
http://statistics.gov.scot/id/statistical-geography/S01007746,Douglas West - 04,47.42,23.45
http://statistics.gov.scot/id/statistical-geography/S01007747,Douglas West - 05,47,20.51
http://statistics.gov.scot/id/statistical-geography/S01007748,Douglas West - 06,60.59,25.64
http://statistics.gov.scot/id/statistical-geography/S01012637,"Douglas, Coalburn and Rigside - 01",10.38,7.59
http://statistics.gov.scot/id/statistical-geography/S01012638,"Douglas, Coalburn and Rigside - 02",5.61,3.74
http://statistics.gov.scot/id/statistical-geography/S01012639,"Douglas, Coalburn and Rigside - 03",7.61,7.61
http://statistics.gov.scot/id/statistical-geography/S01012640,"Douglas, Coalburn and Rigside - 04",3.57,2.49
http://statistics.gov.scot/id/statistical-geography/S01012641,"Douglas, Coalburn and Rigside - 05",5.06,4.62
http://statistics.gov.scot/id/statistical-geography/S01010403,Dowanhill - 01,28.25,25.78
http://statistics.gov.scot/id/statistical-geography/S01010404,Dowanhill - 02,16.9,16.78
http://statistics.gov.scot/id/statistical-geography/S01010405,Dowanhill - 03,35.98,35.62
http://statistics.gov.scot/id/statistical-geography/S01010406,Dowanhill - 04,35,29.3
http://statistics.gov.scot/id/statistical-geography/S01010407,Dowanhill - 05,47.7,38.61
http://statistics.gov.scot/id/statistical-geography/S01007816,Downfield - 01,29.67,15.97
http://statistics.gov.scot/id/statistical-geography/S01007817,Downfield - 02,49.71,25.11
http://statistics.gov.scot/id/statistical-geography/S01007818,Downfield - 03,57.53,32.16
http://statistics.gov.scot/id/statistical-geography/S01007819,Downfield - 04,49.85,29.1
http://statistics.gov.scot/id/statistical-geography/S01007820,Downfield - 05,29.6,16.36
http://statistics.gov.scot/id/statistical-geography/S01007821,Downfield - 06,28.94,15.8
http://statistics.gov.scot/id/statistical-geography/S01007822,Downfield - 07,18.09,10.64
http://statistics.gov.scot/id/statistical-geography/S01011187,Dreghorn - 01,27.87,22.07
http://statistics.gov.scot/id/statistical-geography/S01011188,Dreghorn - 02,13.93,14.5
http://statistics.gov.scot/id/statistical-geography/S01011189,Dreghorn - 03,30.14,26.36
http://statistics.gov.scot/id/statistical-geography/S01011190,Dreghorn - 04,8,21.65
http://statistics.gov.scot/id/statistical-geography/S01011191,Dreghorn - 05,1,7.14
http://statistics.gov.scot/id/statistical-geography/S01007888,Drongan - 01,12.94,9.81
http://statistics.gov.scot/id/statistical-geography/S01007889,Drongan - 02,14.72,11.29
http://statistics.gov.scot/id/statistical-geography/S01007890,Drongan - 03,5.14,3.87
http://statistics.gov.scot/id/statistical-geography/S01007891,Drongan - 04,14.64,11.03
http://statistics.gov.scot/id/statistical-geography/S01010491,Drumchapel North - 01,76.84,85.58
http://statistics.gov.scot/id/statistical-geography/S01010492,Drumchapel North - 02,46.78,47.72
http://statistics.gov.scot/id/statistical-geography/S01010493,Drumchapel North - 03,61.73,64.95
http://statistics.gov.scot/id/statistical-geography/S01010494,Drumchapel North - 04,94.62,87.88
http://statistics.gov.scot/id/statistical-geography/S01010495,Drumchapel North - 05,118.61,119.17
http://statistics.gov.scot/id/statistical-geography/S01010488,Drumchapel South - 01,103.95,99.31
http://statistics.gov.scot/id/statistical-geography/S01010489,Drumchapel South - 02,59.81,60.48
http://statistics.gov.scot/id/statistical-geography/S01010490,Drumchapel South - 03,161.44,156.35
http://statistics.gov.scot/id/statistical-geography/S01011669,Drumgelloch - 01,42.01,28.82
http://statistics.gov.scot/id/statistical-geography/S01011670,Drumgelloch - 02,5.22,5.31
http://statistics.gov.scot/id/statistical-geography/S01011671,Drumgelloch - 03,16.25,12.75
http://statistics.gov.scot/id/statistical-geography/S01011672,Drumgelloch - 04,18.57,16.22
http://statistics.gov.scot/id/statistical-geography/S01011673,Drumgelloch - 05,15.87,14.73
http://statistics.gov.scot/id/statistical-geography/S01011674,Drumgelloch - 06,5.79,5.67
http://statistics.gov.scot/id/statistical-geography/S01009833,Drumoyne and Shieldhall - 01,46.56,47.43
http://statistics.gov.scot/id/statistical-geography/S01009834,Drumoyne and Shieldhall - 02,17.78,18.23
http://statistics.gov.scot/id/statistical-geography/S01009835,Drumoyne and Shieldhall - 03,19.3,19.66
http://statistics.gov.scot/id/statistical-geography/S01009836,Drumoyne and Shieldhall - 04,42.07,41.59
http://statistics.gov.scot/id/statistical-geography/S01009837,Drumoyne and Shieldhall - 05,27.76,26.88
http://statistics.gov.scot/id/statistical-geography/S01009838,Drumoyne and Shieldhall - 06,66.95,72.76
http://statistics.gov.scot/id/statistical-geography/S01009839,Drumoyne and Shieldhall - 07,79.23,105.81
http://statistics.gov.scot/id/statistical-geography/S01009840,Drumoyne and Shieldhall - 08,22.52,22.46
http://statistics.gov.scot/id/statistical-geography/S01011577,Drumpellier and Langloan - 01,14.39,15.39
http://statistics.gov.scot/id/statistical-geography/S01011578,Drumpellier and Langloan - 02,24.2,22.33
http://statistics.gov.scot/id/statistical-geography/S01011579,Drumpellier and Langloan - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01013134,Drumry - 01,85.98,81.35
http://statistics.gov.scot/id/statistical-geography/S01013135,Drumry - 02,5.62,5.62
http://statistics.gov.scot/id/statistical-geography/S01013136,Drumry - 03,16.32,16
http://statistics.gov.scot/id/statistical-geography/S01013137,Drumry - 04,8.2,7.99
http://statistics.gov.scot/id/statistical-geography/S01013138,Drumry - 05,28.31,32.72
http://statistics.gov.scot/id/statistical-geography/S01013139,Drumry - 06,54.94,58.24
http://statistics.gov.scot/id/statistical-geography/S01013140,Drumry - 07,74.92,81.47
http://statistics.gov.scot/id/statistical-geography/S01010496,Drumry East - 01,114.9,119.62
http://statistics.gov.scot/id/statistical-geography/S01010497,Drumry East - 02,20.26,20.25
http://statistics.gov.scot/id/statistical-geography/S01010498,Drumry East - 03,63.77,73.15
http://statistics.gov.scot/id/statistical-geography/S01010499,Drumry East - 04,143.99,149.1
http://statistics.gov.scot/id/statistical-geography/S01010500,Drumry West - 01,48.31,49.39
http://statistics.gov.scot/id/statistical-geography/S01010501,Drumry West - 02,55,58.45
http://statistics.gov.scot/id/statistical-geography/S01010502,Drumry West - 03,12.86,13.1
http://statistics.gov.scot/id/statistical-geography/S01010503,Drumry West - 04,97.26,95.57
http://statistics.gov.scot/id/statistical-geography/S01012346,Dryburgh Charlesfield Maxton Area,0,0
http://statistics.gov.scot/id/statistical-geography/S01008899,Drylaw - 01,32.62,21.18
http://statistics.gov.scot/id/statistical-geography/S01008900,Drylaw - 02,22.37,21.05
http://statistics.gov.scot/id/statistical-geography/S01008901,Drylaw - 03,17.37,18.11
http://statistics.gov.scot/id/statistical-geography/S01008902,Drylaw - 04,29.56,30.62
http://statistics.gov.scot/id/statistical-geography/S01008903,Drylaw - 05,62.29,61.65
http://statistics.gov.scot/id/statistical-geography/S01008734,Duddingston and Portobello South - 01,32.78,33.47
http://statistics.gov.scot/id/statistical-geography/S01008735,Duddingston and Portobello South - 02,50.15,47.66
http://statistics.gov.scot/id/statistical-geography/S01008736,Duddingston and Portobello South - 03,64.53,73.18
http://statistics.gov.scot/id/statistical-geography/S01008737,Duddingston and Portobello South - 04,42.74,37.07
http://statistics.gov.scot/id/statistical-geography/S01008738,Duddingston and Portobello South - 05,30.31,25.87
http://statistics.gov.scot/id/statistical-geography/S01009348,Duloch Central,25.43,39.45
http://statistics.gov.scot/id/statistical-geography/S01009346,Duloch East,7.51,10.91
http://statistics.gov.scot/id/statistical-geography/S01009328,Duloch North East,5.56,9.73
http://statistics.gov.scot/id/statistical-geography/S01009329,Duloch North North West,17.08,28.28
http://statistics.gov.scot/id/statistical-geography/S01009330,Duloch North West,15.2,24.91
http://statistics.gov.scot/id/statistical-geography/S01009349,Duloch South,15.47,26.11
http://statistics.gov.scot/id/statistical-geography/S01009347,Duloch South East,6.27,10.09
http://statistics.gov.scot/id/statistical-geography/S01009350,Duloch South West,4.11,5.73
http://statistics.gov.scot/id/statistical-geography/S01009351,Duloch West,8.57,12.86
http://statistics.gov.scot/id/statistical-geography/S01013191,Dumbarton - 01,12.26,11.86
http://statistics.gov.scot/id/statistical-geography/S01013192,Dumbarton - 02,22.77,23.37
http://statistics.gov.scot/id/statistical-geography/S01013193,Dumbarton - 03,8.55,12.21
http://statistics.gov.scot/id/statistical-geography/S01013194,Dumbarton - 04,24.56,24.56
http://statistics.gov.scot/id/statistical-geography/S01013195,Dumbarton - 05,40.94,43.31
http://statistics.gov.scot/id/statistical-geography/S01013196,Dumbarton - 06,27.96,30.88
http://statistics.gov.scot/id/statistical-geography/S01013197,Dumbarton - 07,19.97,17.99
http://statistics.gov.scot/id/statistical-geography/S01013198,Dumbarton - 08,10.53,10.53
http://statistics.gov.scot/id/statistical-geography/S01013184,Dumbarton East - 01,23.93,23.34
http://statistics.gov.scot/id/statistical-geography/S01013185,Dumbarton East - 02,29.87,29.87
